#       POPULATION	DYS456	DYS389I	DYS390	DYS389II DYS458	DYS19	DYS385(A,B) DYS393 DYS391	DYS439	DYS635	DYS392	YGATAH4	DYS437	DYS438	DYS448	
#                          14      4       6        5        15    1       2,3         9         7           12    16      8       17     10      11       13
 African_American	15	12	22	29	14	14	15,15		13	10	12	19	11	11	15	10	20	
 African_American	16	13	21	30	17	17	18,18		13	10	13	21	11	12	13	11	21	
 African_American	15	13	24	29	19	14	11,14		13	11	12	23	13	12	15	10	19	
 African_American	15	12	24	28	16	14	14,19		13	11	11	24	11	11	14	11	19	
 African_American	15	13	22	30	16	15	14,14		13	11	12	19	12	11	17	9	19,20	
 African_American	15	14	21	32	16	17	15,16		14	10	12	21	11	12	14	11	21	
 African_American	15	14	24	31	16	13	15,16		12	10	11	22	14	11	14	11	21	
 African_American	15	15	21	33	16	16	13,17		14	10	13	21	11	11	14	11	21	
 African_American	16	14	24	30	18	14	11,13		13	11	12	23	12	11	14	12	18	
 African_American	15	12	21	30	17	17	16,16		14	10	11	21	11	12	14	10	21	
 African_American	15	13	21	30	16	15	17,17		13	10	13	20	11	11	13	11	21	
 African_American	13	14	25	32	17	16	11,11		13	10	12	<19	11	12	14	11	21	
 African_American	16	14	21	31	16	16	16,17		13	10	12	21	11	10	14	11	21	
 African_American	15	13	21	30	18	17	16,19		15	10	13	23	11	11	14	11	21	
 African_American	15	12	21	30	16	15	16,17		13	10	11	20	11	12	14	11	21	
 African_American	15	13	22	30	16	15	18,18		14	10	13	21	11	11	14	11	20	
 African_American	15	14	21	32	18	16	15,15		14	10	11	21	11	12	14	11	22	
 African_American	16	13	21	30	17	17	17,21		14	10	13	21	11	11	13	11	21	
 African_American	16	12	23	28	16	14	12,13		13	11	14	25	12	12	15	12	19	
 African_American	15	13	21	30	16	14	16,16		14	10	12	23	11	11	14	11	21	
 African_American	15	13	21	31	16	17	17,18		14	10	11	21	11	11	14	11	20	
 African_American	14	12	23	28	15	14	13,14		13	10	11	22	11	11	16	10	20	
 African_American	15	13	21	31	19	15	15,19		14	10	12	20	11	11	14	11	21	
 African_American	16	13	21	30	16	15	16,18		13	10	12	22	11	12	14	11	20	
 African_American	15	12	22	27	17	15	14,16		13	10	11	22	11	11	17	8	20	
 African_American	15	14	22	31	16	17	16,16		14	10	12	21	11	10	14	11	21	
 African_American	16	14	21	30	16	16	16,18		15	10	12	21	11	11	13	11	21	
 African_American	15	13	21	31	17	16	17,18		14	10	12	21	11	11	14	11	21	
 African_American	17	14	23	30	18	15	11,13		13	11	11	23	13	11	15	12	19	
 African_American	15	13	21	31	17	16	16,17		13	11	12	21	11	13	14	11	22	
 African_American	15	13	25	30	18	14	11,14		12	11	11	23	13	13	15	12	19	
 African_American	15	13	21	30	17	16	16,16		13	11	12	23	11	11	14	11	21	
 African_American	16	14	24	30	17	15	11,14		14	11	12	23	13	12	15	12	19	
 African_American	16	13	24	29	17	14	11,14		13	11	13	23	13	11	16	12	19	
 African_American	15	13	21	31	16	15	16,17		13	11	11	21	11	11	14	11	21	
 African_American	15	14	21	32	17	15	16,18		13	10	12	21	11	12	14	11	21	
 African_American	16	12	21	29	16	17	17,20		14	10	13	21	11	11	13	11	21	
