5 3 4 6 10 12 81 4 0 3 4 10 3 3 1 1 
5 4 7 6 10 5 25 4 0 3 12 10 3 5 3 11 
7 4 4 9 12 13 54 4 0 6 4 10 3 3 1 1 
5 4 6 6 10 5 23 5 1 3 10 8 2 5 3 11 
7 4 4 9 6 13 59 5 0 6 4 10 3 3 1 11 
3 6 4 12 3 9 39 5 0 3 4 8 3 3 1 5 
5 6 2 11 10 12 100 2 0 6 2 4 3 3 7 16 
6 3 6 4 6 9 39 4 0 8 8 8 3 3 1 11 
5 3 4 4 1 9 54 7 0 6 4 7 3 3 1 3 
7 3 4 4 3 12 52 4 0 6 1 10 3 3 1 5 
2 4 8 6 10 3 68 4 0 3 8 8 2 5 1 16 
3 3 4 4 10 9 39 5 0 8 10 8 3 5 1 11 
3 3 6 4 6 9 38 4 0 6 8 8 3 5 1 11 
2 6 3 11 10 12 39 5 8 3 4 8 4 9 1 16 
3 3 6 4 10 9 39 4 0 3 4 8 3 5 1 11 
3 4 4 6 12 12 25 7 1 3 8 4 2 3 1 21 
3 3 6 4 10 9 128 4 0 6 4 8 4 3 1 11 
6 4 3 6 15 13 52 4 0 6 4 10 3 3 1 1 
5 4 6 6 10 9 32 4 0 8 14 8 2 3 1 11 
3 4 6 6 18 5 23 4 2 8 13 8 2 5 3 11 
3 4 1 9 12 12 57 5 0 8 12 8 3 3 2 11 
6 3 4 4 3 9 54 4 1 6 4 10 2 3 1 5 
7 3 4 4 3 9 35 4 0 6 8 10 3 3 1 11 
3 3 4 4 19 12 4 5 0 6 2 7 2 3 1 3 
3 3 4 9 12 9 41 2 0 6 2 7 3 5 1 11 
6 4 4 9 19 9 57 4 0 3 4 10 3 3 1 5 
3 6 6 9 6 12 41 5 0 6 4 8 3 3 1 5 
3 3 2 6 1 9 33 5 8 3 8 10 4 3 1 5 
3 6 7 12 12 9 41 5 1 3 8 8 1 3 1 3 
2 3 4 4 3 13 39 5 0 8 4 4 2 3 1 21 
6 4 6 11 6 5 85 4 0 3 8 10 2 3 2 21 
3 3 6 4 6 9 32 2 1 6 8 8 2 3 1 11 
3 3 6 3 10 12 92 2 8 6 2 8 1 5 2 16 
6 3 4 4 6 9 33 4 0 3 1 10 2 3 1 5 
6 4 6 9 6 9 113 4 0 6 8 4 3 3 1 16 
2 3 6 6 12 9 43 4 1 3 4 8 3 3 1 16 
3 4 6 6 6 9 38 2 0 8 4 8 3 3 1 11 
6 6 6 4 6 9 27 7 0 6 4 8 3 3 1 5 
3 3 6 4 12 9 88 2 0 6 2 10 3 5 2 16 
3 3 6 4 6 9 39 2 1 6 10 8 3 3 1 11 
5 4 6 4 15 9 54 2 0 3 4 10 3 3 1 1 
6 3 4 6 3 9 35 4 1 6 4 10 3 3 1 5 
3 4 6 6 12 9 69 2 0 8 4 8 2 5 1 11 
5 2 6 3 6 9 38 4 0 8 8 8 3 5 1 11 
5 3 6 4 10 9 38 2 1 8 10 8 3 5 1 11 
3 4 6 6 3 9 23 4 1 8 12 10 3 5 3 11 
6 3 4 3 6 9 54 4 0 6 4 10 2 3 1 3 
3 3 6 4 10 9 38 4 0 8 10 8 3 5 1 11 
3 3 7 4 12 9 85 2 0 6 8 8 3 3 1 16 
3 3 2 6 1 9 37 4 8 3 4 7 7 3 1 3 
3 4 0 6 1 9 35 4 1 3 8 7 7 3 1 5 
5 6 6 9 6 5 23 4 0 6 13 8 3 3 3 11 
5 3 4 9 12 12 37 2 0 6 1 8 4 5 1 11 
3 3 2 6 1 9 35 5 8 6 8 7 7 3 1 3 
6 3 4 6 15 9 54 4 0 6 2 10 3 3 1 1 
3 3 7 4 10 9 39 4 0 3 4 8 3 5 1 11 
6 3 4 9 12 13 54 4 8 3 4 10 3 3 1 1 
3 4 4 6 3 5 128 2 0 8 4 12 3 9 1 11 
2 3 6 9 18 3 38 2 0 3 4 7 3 5 1 11 
2 3 4 4 3 13 39 5 0 8 4 4 2 3 1 21 
3 3 2 6 1 9 20 5 8 1 4 7 4 3 1 3 
6 4 6 9 10 5 125 4 0 3 4 4 3 5 1 16 
1 3 6 4 6 9 39 2 0 6 4 4 2 9 1 11 
5 4 4 9 12 9 38 2 0 6 1 7 3 5 1 11 
5 4 6 6 10 5 35 4 1 3 10 8 3 5 3 11 
3 3 6 6 6 9 38 4 0 6 4 8 2 5 1 11 
6 3 4 4 10 13 54 5 0 6 4 10 3 3 1 1 
9 3 6 6 3 9 33 4 0 8 4 10 3 3 1 5 
5 4 7 11 6 9 115 4 1 6 4 8 2 3 1 5 
3 2 6 3 6 9 38 4 0 8 8 8 3 5 1 11 
3 4 4 4 18 9 100 4 0 6 4 7 3 3 1 11 
3 3 6 4 3 9 38 4 0 6 4 12 3 9 1 11 
3 3 4 4 10 12 83 4 0 6 8 10 4 3 1 1 
3 3 6 6 10 9 38 4 0 8 10 8 3 5 1 11 
3 3 6 4 10 9 37 4 0 6 8 8 2 5 1 11 
2 8 4 11 10 12 32 4 0 8 4 4 2 3 1 21 
3 8 6 11 10 5 24 4 1 3 10 8 2 3 3 5 
3 3 6 4 6 9 38 4 1 6 8 8 3 5 1 11 
3 6 6 9 18 12 67 5 1 6 4 8 2 3 1 5 
6 4 4 6 10 5 35 4 1 6 10 8 2 9 1 11 
5 4 6 6 18 5 23 4 1 3 10 7 3 5 3 11 
5 4 6 6 10 5 23 4 1 6 10 8 2 3 3 5 
3 4 6 6 6 9 23 4 1 3 10 7 2 5 3 3 
3 3 6 4 6 9 38 4 1 6 10 8 3 3 1 11 
2 6 4 11 12 9 57 2 0 3 10 12 2 3 1 5 
5 3 6 6 10 12 54 4 0 6 4 10 3 3 1 1 
3 3 6 4 19 12 38 4 0 8 4 8 2 5 1 11 
3 3 6 9 6 9 38 5 0 9 8 8 4 5 1 11 
2 6 6 12 6 12 39 5 0 6 4 8 3 3 1 5 
3 3 4 3 10 5 35 4 0 6 16 10 4 5 2 5 
7 4 4 12 12 12 54 4 0 3 4 10 3 3 1 1 
3 4 4 6 10 5 23 4 0 8 10 8 3 5 3 16 
