3 6 7 9 12 5 23 4 1 6 10 8 3 5 3 11 
9 4 6 6 6 5 23 5 0 6 10 8 7 5 3 11 
3 4 6 9 6 9 24 4 1 6 10 8 3 5 3 11 
3 4 6 6 3 3 59 2 0 6 8 18 3 5 7 16 
3 6 4 13 10 5 24 4 0 3 8 10 3 3 3 11 
5 4 4 6 6 5 20 4 2 6 10 8 3 5 3 11 
3 6 7 12 3 12 23 5 0 1 10 4 4 3 2 16 
3 4 6 6 10 5 23 4 1 3 10 8 3 5 3 11 
5 3 2 6 6 9 85 5 1 6 4 4 3 9 1 21 
5 4 7 6 10 5 20 4 1 6 10 10 3 5 3 5 
5 4 4 6 6 5 23 7 1 8 10 8 2 3 3 5 
5 6 4 12 3 9 83 4 0 3 8 7 3 3 1 16 
3 3 3 4 3 5 54 4 0 3 8 4 1 9 1 16 
5 4 7 6 3 5 23 4 0 6 10 10 3 5 1 11 
5 4 4 6 12 12 97 2 8 3 8 4 2 3 1 21 
5 4 7 6 12 5 20 4 1 6 10 10 3 5 3 5 
5 4 6 4 6 5 23 4 1 6 10 8 3 5 4 16 
3 3 6 6 10 3 92 4 0 6 10 13 4 3 2 21 
6 4 4 6 10 5 15 4 1 6 10 8 3 5 3 11 
3 4 6 9 6 5 39 2 0 3 8 10 4 3 2 16 
3 4 4 6 3 12 97 5 0 3 2 7 2 5 1 5 
3 4 6 9 12 5 23 4 0 3 10 8 3 5 4 11 
5 4 4 9 10 5 15 4 1 6 13 8 3 5 3 11 
5 4 6 6 10 9 23 4 1 6 10 8 3 5 3 11 
3 4 6 9 10 5 23 4 0 3 10 8 3 3 3 11 
3 6 4 9 6 3 98 4 1 9 8 10 4 1 2 16 
3 4 3 6 3 9 14 7 0 8 8 4 2 3 1 21 
3 4 4 6 6 3 67 4 1 8 13 13 1 3 2 11 
3 4 6 6 12 5 23 4 0 6 10 8 3 5 3 16 
5 6 6 9 12 5 23 4 1 3 12 8 4 5 3 11 
3 4 6 6 10 5 23 4 0 8 10 8 3 5 3 11 
5 4 4 6 6 5 23 4 1 6 10 8 3 5 4 11 
6 6 7 11 3 2 87 4 0 8 8 12 2 3 2 11 
5 4 7 9 6 5 24 4 0 6 10 8 3 5 3 11 
3 4 6 6 10 5 23 4 0 3 12 8 3 5 4 11 
3 6 4 11 1 3 112 4 0 6 8 10 3 3 2 21 
3 3 6 6 1 3 122 4 0 1 8 4 2 3 1 16 
2 4 6 6 15 5 4 4 1 6 10 8 3 5 3 16 
5 6 6 9 10 5 24 5 0 6 10 10 3 5 2 11 
5 4 6 6 12 5 20 4 1 6 10 10 2 5 3 11 
1 4 6 6 10 3 87 5 0 3 8 8 4 3 3 16 
2 4 2 9 10 12 128 5 0 6 4 4 2 3 2 21 
5 4 4 6 10 5 23 4 1 3 12 8 3 5 3 11 
1 3 3 6 3 9 81 4 0 6 4 4 2 9 1 16 
2 6 4 11 10 5 85 5 0 3 10 7 2 3 1 16 
6 4 2 9 6 9 120 5 0 6 12 4 2 3 2 11 
2 3 6 3 10 5 113 2 0 6 2 4 2 3 7 11 
3 4 6 9 12 12 97 2 8 3 8 4 2 3 1 21 
5 4 6 6 12 5 23 5 1 8 10 8 3 5 3 11 
3 4 6 6 1 3 83 4 0 6 8 10 3 3 2 11 
6 6 6 9 15 5 20 4 0 6 10 8 2 5 3 11 
6 4 4 6 10 12 24 4 1 6 10 8 3 5 3 5 
3 4 6 9 12 5 23 4 0 6 10 8 3 5 3 11 
3 4 4 9 1 3 122 4 0 6 8 10 3 3 2 21 
3 4 4 4 6 5 23 4 1 3 10 10 4 5 3 11 
2 4 4 6 10 9 23 4 3 8 10 8 3 5 3 5 
2 3 4 4 3 5 81 4 0 3 4 4 2 9 1 16 
2 3 3 4 1 5 54 4 0 3 8 4 2 9 1 16 
2 3 3 4 6 5 54 4 0 6 4 4 2 9 1 16 
2 4 7 6 10 3 14 4 0 6 10 8 3 5 3 21 
1 4 4 11 3 9 81 4 0 3 4 4 2 9 1 16 
3 6 7 9 10 5 23 4 0 6 10 8 2 3 3 5 
5 4 6 6 12 5 23 4 1 6 10 8 3 5 3 11 
5 4 2 9 6 12 126 5 0 8 4 4 2 1 2 21 
3 4 6 12 10 12 83 4 1 6 12 4 3 5 1 16 
3 4 6 9 12 5 23 4 1 8 10 10 3 9 3 11 
6 4 7 6 6 9 148 4 0 3 10 4 2 3 2 16 
3 4 6 6 6 5 24 4 0 9 10 7 4 5 3 11 
1 3 3 6 3 5 59 4 0 6 4 4 2 9 1 16 
3 6 3 11 3 9 20 5 0 1 10 4 4 3 2 16 
2 4 6 6 10 5 35 4 0 6 10 8 2 5 3 5 
3 6 7 11 10 13 4 4 0 1 10 4 3 3 2 16 
5 4 6 6 6 9 35 4 1 6 10 8 3 5 3 11 
6 4 7 6 6 5 20 4 1 6 10 10 3 5 3 5 
3 6 6 9 10 5 23 4 1 8 10 8 2 5 3 11 
6 4 6 4 10 5 23 4 0 3 13 8 2 3 3 5 
3 6 6 9 12 5 22 4 1 6 10 8 3 5 3 11 
5 4 6 6 12 5 23 4 1 3 10 8 3 5 3 16 
3 4 6 6 6 5 37 4 1 6 10 8 3 5 3 11 
3 4 8 9 12 5 23 4 1 6 12 8 3 5 3 11 
3 6 2 11 6 12 120 7 0 6 4 7 2 3 2 21 
2 4 3 9 3 9 54 4 1 3 8 4 2 9 1 16 
3 3 2 9 12 13 112 4 0 8 8 4 3 3 2 21 
3 4 2 9 6 9 100 4 0 6 4 4 3 3 2 21 
6 4 6 6 12 5 23 4 1 6 10 8 3 5 3 11 
3 4 2 11 6 12 122 5 0 6 4 4 2 1 2 21 
3 4 6 6 6 5 23 4 1 8 10 8 3 5 3 11 
3 4 2 9 10 13 122 7 0 8 4 4 2 1 2 21 
5 4 6 6 10 5 54 4 1 6 10 8 3 5 3 11 
3 4 6 9 6 5 23 4 0 6 10 8 4 5 3 11 
2 3 4 3 10 5 81 4 0 3 10 4 2 9 1 16 
5 4 6 4 3 5 23 4 1 6 10 7 3 5 4 11 
3 3 3 6 12 9 65 2 0 3 8 4 2 3 7 21 
2 3 4 4 3 5 83 4 0 3 8 4 2 5 1 16 
7 4 4 9 10 5 87 4 0 8 8 10 2 3 3 11 
1 6 6 9 10 3 87 5 0 3 8 10 3 3 3 16 
5 4 4 6 12 5 23 4 1 8 13 8 3 5 3 11 
5 4 6 6 15 5 35 5 1 8 4 8 3 9 3 11 
3 4 6 11 10 3 89 6 0 6 8 12 3 3 3 21 
3 6 4 9 6 3 112 4 0 6 8 10 2 3 2 21 
3 3 6 6 6 3 88 4 0 6 10 13 4 3 2 16 
3 4 6 9 10 13 97 5 0 6 13 4 2 5 1 21 
3 6 4 12 3 3 102 4 0 1 8 12 4 5 3 16 
3 6 6 9 10 5 23 4 0 8 10 8 3 5 3 11 
3 6 6 11 10 5 23 4 0 6 10 8 2 3 3 5 
